text_id,text
user_panel_button,"Paramètres utilisateur"
log_out_button,"Déconnexion"
log_in_button,"Connexion"
register_button,"Inscription"
username_label,"Nom d'utilisateur"
password_label,"Mot de passe"
remember_me_label,"Se souvenir de moi"
forgot_password_label,"Mot de passe oublié"
about_label,"À propos"
terms_label,"Termes et Conditions"
contact_label,"Contact"
contribute_label,"Contribuer"
language_label,"Langage"
