text_id,text
user_panel_button,"User panel"
log_out_button,"Log out"
log_in_button,"Log in"
register_button,"Register"
username_label,"Username"
password_label,"Password"
remember_me_label,"Remember me"
forgot_password_label,"Forgot my password"
about_label,"About"
terms_label,"Terms and Conditions"
contact_label,"Contact"
contribute_label,"Contribute"
language_label,"Language"
